phenotype_id	ERR188022	ERR188024	ERR188027	ERR188032	ERR188039	ERR188047	ERR188048	ERR188049	ERR188051	ERR188058	ERR188061	ERR188062	ERR188067	ERR188076	ERR188077	ERR188081	ERR188086	ERR188092	ERR188099	ERR188100	ERR188101	ERR188107	ERR188122	ERR188134	ERR188140	ERR188142	ERR188148	ERR188152	ERR188157	ERR188161	ERR188172	ERR188176	ERR188177	ERR188181	ERR188196	ERR188202	ERR188213	ERR188216	ERR188217	ERR188220	ERR188227	ERR188228	ERR188229	ERR188235	ERR188244	ERR188246	ERR188256	ERR188262	ERR188272	ERR188277	ERR188279	ERR188291	ERR188301	ERR188308	ERR188319	ERR188324	ERR188325	ERR188327	ERR188331	ERR188336	ERR188339	ERR188348	ERR188349	ERR188350	ERR188354	ERR188371	ERR188376	ERR188377	ERR188388	ERR188389	ERR188396	ERR188404	ERR188410	ERR188413	ERR188414	ERR188415	ERR188420	ERR188426	ERR188429	ERR188431	ERR188433	ERR188435	ERR188438	ERR188441	ERR188446	ERR188467	ERR188474	ERR188477	ERR188481
ENSG00000166750	7.39662951577061	6.49949331517859	6.35359672864503	7.76835586177595	6.99126183345092	2.36295058579229	6.15872989012914	6.35359672864503	6.27618241135082	7.34101373827881	6.57898061983481	6.16744982572659	7.03683905575248	6.36022191878501	6.40993617575277	6.69530949394961	3.21888943012678	7.04168393061312	3.17866205464551	3.22861510712924	7.17366202158333	7.40783381560847	2.23706195216723	6.14528541877127	5.88065835154199	3.44227454089426	3.99813719637245	7.15132227459824	2.82728449743848	7.15470707056357	5.98298154670446	6.7409870361738	6.40444392674942	6.79810543834947	6.60748544540697	6.70453445495742	5.83677729687646	3.01410856856471	6.39776396598364	6.37861422655121	6.29847589389234	7.34039889362402	7.0395629456198	7.5581642765997	7.63268712693846	7.39140309325638	2.85109168930598	6.47920576410103	6.66996946045322	7.03847562400311	6.07056047566536	4.27471210229555	6.54331722344467	3.90395689536725	6.05064962475126	5.5039970384995	2.52894238765504	5.48219467441039	6.9531398078933	6.42218513578091	5.63371560048771	5.63959171712494	6.75893101832886	0.836165408275001	6.57276932506796	6.31729191558606	3.55935238852759	7.90090364512314	7.39662951577061	6.95569903884401	6.52586420682412	6.48527081531152	1.91659902704935	7.15186981181348	6.68559283585831	5.72401055730399	6.59899668120975	5.82831080705005	7.24228346365212	3.21349879051397	6.31482081035401	4.15145812933577	6.42429866069369	6.90665661666645	6.66996946045322	6.64348609448608	6.81123178357987	3.20697428644527	6.90209053742374
ENSG00000204147	2.08840124873148	2.34363382847203	2.7520412374956	3.62650115579986	2.55064676813612	2.67142955000553	3.31985244656264	3.59726692303423	3.20697428644527	2.94275148099384	1.78206491812438	2.58695405975453	2.90873518628416	2.95255636941155	2.9932339488305	2.21526846027791	2.6834308547982	2.57059508405568	2.30911478180356	2.07822621662216	3.15526085678888	1.88885441459331	2.70102332963222	2.64050573845399	1.82364260744858	2.32466162497272	2.46921022134623	1.62277467498384	2.41209888804135	3.20785677822899	2.59751322439289	2.91091596365008	2.28305181548246	3.07738656168847	3.02851139748983	3.30885387350399	2.12763664255945	2.31492368322368	2.77470423435535	2.06546076022976	2.03638731904667	2.72754840480028	2.30723461860135	2.64908968938375	2.91533467061133	3.25715117805182	2.88929054837846	1.97034630889469	2.39961623845858	2.37951507845687	3.08449221563951	2.38867135090983	3.04573456227669	2.39225575219495	2.60178208445771	3.39077522736656	2.85937059214225	2.36295058579229	2.65744961505005	3.01732755095712	1.892034857343	2.60040093513621	2.10577051031199	3.46746177529937	2.38698000016947	2.94703507784398	2.13014701896779	2.22188852408277	3.14778175407469	3.41339765527281	2.41747017340337	2.87558592298062	2.81783075829537	3.13185529576895	2.90509279421725	0.0474256151686561	2.38698000016947	3.70632738554535	3.01936198764475	2.42793634932341	2.93727757601816	3.23673785996641	3.20883797945207	2.26443572086087	3.20785677822899	3.09019843633228	3.02851139748983	2.56602112363411	2.69822360765226
ENSG00000184022	1.49120837167558	0.953661924340733	2.21084806383366	-1.02106049124177	-1.8795638425059	1.03719858863891	1.50084893240148	0.691338165442658	0.493394364294213	-0.672624737319741	0.268956179441819	1.23743656805428	1.19827035191769	0.855911273390229	1.48629928375122	0.82646039740411	1.23743656805428	1.19158052725518	-1.02106049124177	0.300059091674313	0.318034199568089	1.70837163509849	0.300059091674313	-0.21632719812414	1.53404272748917	0.972322641159579	0.331957432318342	0.757024716151205	0.66707336907921	-1.31156669290484	-1.31156669290484	1.21892314839984	-1.8795638425059	0.63223227110327	2.01209981802144	0.691338165442658	1.82364260744858	0.919560765675487	-0.715954913107678	0.816701100504931	2.27064410113706	0.0271277047610354	1.53404272748917	0.928020648077246	1.75296202486185	-0.857205896257945	1.21892314839984	1.26306487188565	0.816701100504931	1.73504297228578	0.493394364294213	0.655628788312871	0.54580757404353	0.901277751504536	-0.762285976269954	1.10633876092378	0.378249409950092	1.50084893240148	0.0271277047610354	0.655628788312871	1.83704439746691	-0.672624737319741	2.25417101308939	0.318034199568089	0.987783939885584	1.45562013566551	1.40242198543921	-2.28583491659355	1.34096177642087	0.465124808716857	1.51558944513652	0.268956179441819	0.436139689944341	1.70449090268813	0.936124732516895	2.6642444208659	0.787411112205041	1.0762263488236	-0.387913151238947	0.465124808716857	1.738881894969	0.655628788312871	1.02020095057637	0.331957432318342	1.48145607156036	0.300059091674313	-0.963436399299701	0.0661322856694744	1.01269014030609
ENSG00000247556	8.16876045376683	8.32771091798079	7.92155166683322	8.16493281694456	7.69348851502904	7.67546144379484	7.78696483180952	7.74601312615798	8.05403873938985	8.09789421547098	8.00861149615136	7.62104775656862	8.30844903931162	7.89208334518263	8.10496629343174	8.23541407005411	8.04739391169124	7.88261579108682	8.02846872815642	7.97270555328656	7.97688740091225	7.8569440724203	7.8283264792637	7.85143808598979	7.78253623001023	7.93868671723784	7.9653867018495	7.67546144379484	8.21532525034374	8.41182589684415	8.00861149615136	7.65468895095341	7.9622341123638	7.38221275417435	7.95605194117817	8.06870065633319	7.89700320179841	8.31597476981437	7.85323274673687	7.77983219191122	8.11321450377362	8.08486082191511	7.89700320179841	7.66581466060603	8.24092812126618	8.16239859395055	8.29262774810202	7.97793141054965	7.65861091032842	7.59655223765382	7.8183390792377	8.05403873938985	8.13499205584804	8.00115710644866	7.76310204115955	7.72988249522871	7.93460656541245	7.80110970428067	7.9186129707516	8.05403873938985	8.05738464579426	8.31882876539018	7.82382340789611	8.01411231777915	8.17642029890743	7.91261557139116	7.94069097132021	8.01954505811344	7.919585910562	7.96748711987323	7.64358476219757	8.03394580925446	7.93460656541245	8.06757197692099	7.89305281162067	8.13257839960889	8.29400725930044	7.99688141859651	8.09669838524878	7.88739034424273	7.44762891224068	7.99796500067528	8.02060211648979	7.81657915708517	7.88356704228149	7.77281224297922	7.68369294068734	8.14735083145735	7.79670634969285
ENSG00000136982	5.28035692981994	4.99583603552927	4.87628069950792	4.41294794034548	4.74865795008835	3.99416892000935	4.79336973410666	4.2842724500466	5.0106801498958	5.26922025811048	5.08341591980926	4.90719189644136	4.86826861058219	5.21561114339956	4.6593261704178	5.15461018138745	4.39553888006128	4.66093384370094	4.62900438117477	5.21429098400902	4.90771601155358	4.02237489234071	4.8399340220495	4.80308046431202	4.4821578731239	5.1748022384498	4.72714793962475	4.43080111442501	5.00537029191899	5.10230380931379	4.93378432209911	4.76384374953991	4.77639174456869	4.25129310006203	4.99151399397131	4.89876398831427	4.37062152076642	5.22175038179697	4.73665525701537	4.37291337029921	4.81542969319094	4.71764794709876	4.43256794442453	4.60612000343935	5.09818775507083	5.13733484151896	4.57016646654346	4.90523771277921	4.8445048924743	4.27530141428999	4.78203203907181	4.66797582003517	5.10457159052594	4.43655583578767	4.69096834721645	5.15596263893844	4.49456858845886	4.51220465032843	5.10410827478934	5.30053085234678	4.99297350453018	4.93039903826898	4.82510974146749	4.82048662426918	4.71451450876455	4.50423558194801	5.11145469723717	4.66146444034817	4.92495497201899	4.96405529579856	4.28662996067441	4.55301522900186	4.87676349978494	4.76955405138202	4.86875740727881	4.25010807301926	5.15371733371982	4.37411089914492	4.88078335560827	4.99533682537224	4.50079362014885	4.54519501609657	4.97563481041179	4.56524059883758	4.5646964772374	4.40835627281206	4.70495156184836	5.16852969025606	5.27566131020638
ENSG00000129204	2.9994906597068	1.0762263488236	1.35276715167473	1.19827035191769	3.36697091732388	1.35276715167473	1.88885441459331	2.07822621662216	1.7126721647704	2.50502515847935	0.787411112205041	1.61865567536879	1.14323613846726	1.17086404514503	1.08359886470012	0.318034199568089	2.02850192485233	1.59283150225638	3.17773284080547	0.0271277047610354	0.520580688906736	1.49599631793882	0.836165408275001	1.24382578449108	1.52456817230009	2.66854246195188	1.56120169985569	0.28507624546992	0.82646039740411	0.787411112205041	1.63098464489493	1.42421926052941	1.52917299706725	1.11306599310156	2.48399478977288	0.655628788312871	1.38023557969855	1.10633876092378	0.883269467163922	0.953661924340733	1.9441705644468	0.533559192185344	1.38023557969855	1.33562032367226	1.4191002065209	1.35862785581254	4.42848720549389	1.08359886470012	1.13605941382208	1.86690558269739	1.505581060457	1.0762263488236	3.10184458545284	0.757024716151205	0.874389926890148	0.378249409950092	1.72360865881871	2.54138524342324	2.43499956080722	1.63532017027976	1.76403584422562	1.61865567536879	1.25666352860749	1.26936463459402	1.8950558745148	1.15724497660285	4.17299980691322	0.713703436846382	1.7712186686215	1.79927237266981	1.09897595227797	0.127357951966968	1.72012471442407	3.32326299982792	0.836165408275001	1.4609913168431	1.19827035191769	1.99525439797337	1.09128475813734	0.901277751504536	1.93827685882058	0.58445524555367	3.76360598019314	2.67142955000553	1.86377112394182	1.1498528118323	0.620285266073082	3.35269025850957	0.928020648077246
ENSG00000274922	1.21892314839984	1.15724497660285	1.66905808581069	1.27556165904501	1.69291587753719	1.23743656805428	2.31882475060398	1.97845820834012	1.90751743498467	2.2850436979581	1.60551246564801	1.84372638957818	1.40242198543921	1.74257968987594	1.25007445316983	0.787411112205041	1.8133328799607	1.21892314839984	0.691338165442658	0.479908520895743	0.76660943589005	1.59283150225638	0.883269467163922	1.25666352860749	1.86690558269739	1.53847113281778	0.58445524555367	0.963205781919902	1.75689878973203	1.7750569113055	1.66905808581069	1.35862785581254	0.300059091674313	1.20475627714081	2.2456804367404	0.746690863215441	1.71630964171029	1.32366811771458	1.35862785581254	0.910439367356946	1.98441059412116	0.757024716151205	1.65238780194193	1.28147837428827	1.30598839747039	1.13605941382208	1.38576907379157	1.22490986370529	1.16448569903237	1.55676031855898	1.44026060490287	1.30598839747039	1.42421926052941	1.15724497660285	1.21250451484909	0.874389926890148	0.963205781919902	1.78909640947571	1.87020495176553	1.738881894969	1.68909384143302	0.807178005758655	1.5522109146578	-0.112789224303636	1.52917299706725	1.67721244494964	1.18491436365711	0.807178005758655	1.80628185180989	0.855911273390229	1.19827035191769	0.987783939885584	1.61452059144949	1.8271384933522	0.901277751504536	2.03638731904667	1.12884967971972	1.87958262976182	1.19158052725518	1.38576907379157	1.74949209163586	0.520580688906736	0.945165251724489	0.678355721328726	1.61452059144949	1.39184546430585	0.506271519661088	-0.21632719812414	0.713703436846382
ENSG00000236663	0.268956179441819	0.252908124213207	-0.0408568733197034	0.127357951966968	-0.270084936586746	0.0661322856694744	1.42957242831757	-0.0642221983386575	0.655628788312871	1.1498528118323	-0.557536654033493	0.109570496867265	-0.138311040720463	0.797424047504829	-0.138311040720463	-0.453446372819214	0.364109698549184	1.32366811771458	0.86475795982538	0.349007870857911	-0.487603347011898	0.787411112205041	-0.164064448974744	0.349007870857911	0.945165251724489	0.465124808716857	0.00707552027350022	-0.0888703351089326	1.15724497660285	0.855911273390228	0.597273761503201	0.109570496867265	-0.672624737319741	-0.0408568733197034	1.543001328121	-0.112789224303636	1.12884967971972	0.571929710867436	0.0271277047610354	-0.0888703351089326	0.520580688906736	-0.522178676589328	0.520580688906736	1.19827035191769	0.00707552027350022	-0.21632719812414	-0.327614511220601	1.10633876092378	-0.0408568733197034	0.807178005758655	-1.08483923645777	0.364109698549184	0.0661322856694744	-0.453446372819214	0.797424047504829	-0.138311040720463	-0.270084936586746	0.558759248845891	0.45075016406518	0.0271277047610354	-0.0165605333902894	0.235715711131134	0.807178005758655	0.644099047838914	0.691338165442658	1.01269014030609	0.972322641159579	0.0271277047610354	0.571929710867435	0.953661924340733	0.217561149949415	-0.296693627918456	-0.387913151238947	0.963205781919902	0.217561149949416	1.34096177642087	-0.296693627918456	0.00707552027350022	0.109570496867265	1.13605941382208	0.58445524555367	0.0661322856694744	0.520580688906736	0.300059091674313	0.089668193594294	-1.08483923645777	-0.112789224303636	-0.715954913107678	-0.387913151238947
ENSG00000077420	7.70251018477842	7.22143323676475	7.50965757991011	7.96122324859397	7.09187451385024	7.48410256539713	7.75714902444843	8.23673352606068	7.54716220344836	7.40186433947643	7.56189622519023	7.64048195757275	7.5464066849256	7.33593687522389	7.7181330732293	7.25734410368642	8.13141211906705	7.60108613487276	7.52531466648892	7.53975526189762	7.81381440856866	7.28850029274514	7.62570563334624	7.23217280456286	7.7519842167308	7.49974984361204	7.62183604870508	7.3594506117727	7.68034642127385	7.97793141054965	7.2989640788137	7.35432499592569	8.06413110686083	7.64755739676717	7.3979507086163	7.47444144915336	7.61331076644333	7.47444144915336	7.38942247656625	7.61098191894238	7.39204915981504	7.42999234384442	7.81746828170573	7.49540844614653	8.00541128569927	7.34730091217291	7.86924571841067	7.65146522403816	7.98631562452818	6.96299451338556	7.65943452120631	7.39662951577061	7.31073743776847	7.49613792874754	8.03284269531656	7.25430141038374	7.90090364512314	7.67226074945559	7.39464461513882	7.49469286152067	7.90475821674488	7.58966869445613	7.51602196851255	7.8960405008576	8.12657619621321	7.7383824663161	7.56112696638955	7.47169763005859	8.00752719318174	7.51530703817397	8.24633116868157	7.94684180134816	7.78696483180952	8.22734156340295	7.58358568388287	7.59042169348266	7.44897041069301	7.26767750640738	7.82471416469485	7.69185717920745	7.56628413986066	7.46338043443058	7.4005842557054	7.30084166148378	8.36890705533244	7.81925251822774	7.71977171116188	8.04070153035881	7.88739034424273
ENSG00000181315	3.69775884781202	3.64472002458309	3.02951866439589	3.47051140667804	3.63172828005651	3.78159491074591	3.18153865574433	3.52315338434987	3.22500572941789	3.59798947026661	3.70276998044186	3.45805834620112	3.49464088521196	3.63677373754263	3.45644144500358	3.72887770076633	2.93388439687961	2.94808971469942	3.44227454089426	3.78087019006393	3.31477873651246	4.07312621985077	3.53834014337817	3.26863074238527	3.3840453648406	3.28834718998683	3.62723925204356	3.95731646502538	3.77331422794098	3.34421800753604	3.66422925875616	3.58539836139449	3.43817446049585	2.64620686282829	4.03830095587984	3.33999221131149	3.69916712705456	3.8095933294472	3.82176674054597	3.69490738846363	3.11050084688796	3.34421800753604	3.93367088835228	3.24914603542928	2.84284948884723	3.48061847353705	3.02435797097698	3.78851948240545	3.70422724365732	3.63967273495081	3.35351635830752	3.39883692026205	3.45884181808349	4.22226764979637	3.20785677822899	3.29871091597819	3.49311162028543	3.533027896461	3.37268560955393	3.46588403072869	3.62507402222095	3.7622209648624	3.68645972182916	3.69633115896344	3.39883692026205	3.48610247102244	3.3460669768311	4.30149666182324	3.49151118762338	3.07843403274012	3.30210591330275	3.80814116536642	3.19262006394333	3.46274190388443	3.62434082229138	4.04399234290399	3.40295269142172	3.23314274528565	3.50405188176084	3.68645972182916	3.57956245424396	3.51701276594812	3.36606389188993	3.53529233772039	3.45245606360018	3.38578595051029	3.29789530767813	2.69568021907934	3.20697428644527
